ID,Listing Name,Display Name,Sector,Brief Description,Address,Website,Phone,Social Media 1,Social Media 1 Type,Social Media 2,Social Media 2 Type,Social Media 3,Social Media 3 Type,Status,lon,lat
50357,El Puente: Espiritu Tierra Community Garden,El Puente: Espiritu Tierra Community Garden,Gardens,GreenThumb garden,"203-207 South 2nd Street, Brooklyn, NY",,,,,,,,,,-73.959448,40.712489
50358,Elton Street Block Association Garden,Elton Street Block Association Garden,Gardens,GreenThumb garden,"585 Elton Street, Brooklyn, NY",,,,,,,,,,-73.88183,40.668672
50359,Escape to Nature (Glenmore Hendrix Block Association),Escape to Nature (Glenmore Hendrix Block Association),Gardens,GreenThumb garden,"555 Glenmore Avenue, Brooklyn, NY",,,,,,,,,,-73.889892,40.674247
50360,Essex Street Community Garden,Essex Street Community Garden,Gardens,NY Restoration Project garden,"3030 Fulton Street, Brooklyn, NY",,,,,,,,,,-73.883013,40.680325
50361,Euclid 500 Community Garden,Euclid 500 Community Garden,Gardens,GreenThumb garden,"532 Euclid Avenue, Brooklyn, NY",,,,,,,,,,-73.871689,40.673936
50362,F.A.R.R. Community Garden,F.A.R.R. Community Garden,Gardens,GreenThumb garden,"808 Herkimer Street, Brooklyn, NY",,,,,,,,,,-73.926718,40.678231
50363,Family Community Garden Brooklyn,Family Community Garden Brooklyn,Gardens,GreenThumb garden,"793 Cleveland Street, Brooklyn, NY",,,,,,,,,,-73.88121,40.665125
50364,Fantasy Garden,Fantasy Garden,Gardens,GreenThumb garden,"181 Legion Street, Brooklyn, NY",,,,,,,,,,-73.916901,40.664234
50365,Farmers Garden,Farmers Garden,Gardens,GreenThumb garden,"1901 Bergen Street, Brooklyn, NY",,,,,,,,,,-73.918182,40.674612
50366,Feeding Tree Garden,Feeding Tree Garden,Gardens,GreenThumb garden,"340 Tompkins Avenue, Brooklyn, NY",https://www.facebook.com/The-Feeding-Tree-837304256392424/,,,,,,,,,-73.944736,40.685931
50367,First Quincy Street Block Association & Community Garden,First Quincy Street Block Association & Community Garden,Gardens,"GreenThumb garden - We are a community-led GreenThumb garden that provides a space for Bedford-Stuyvesant residents to grow fruit, vegetables, ornamental plants, and have access to healthy, affordable food. Throughout challenges and a changing community, our garden has persevered for nearly 40 years.","397-401 Quincy Street, Brooklyn, NY","https://www.firstquincygarden.nyc/history
https://www.facebook.com/First-Quincy-Street-Block-Association-Community-Garden-161439827390726/",,,,,,,,,-73.944294,40.687854
50368,First Temple of David Garden,First Temple of David Garden,Gardens,GreenThumb garden,"746 Dumont Avenue, Brooklyn, NY",,,,,,,,,,-73.890925,40.666725
50369,Floral Vineyard,Floral Vineyard,Gardens,GreenThumb garden,"2379 Pitkin Avenue, Brooklyn, NY",,,,,,,,,,-73.884402,40.673753
50370,Fred McLeod Community Garden,Fred McLeod Community Garden,Gardens,GreenThumb garden,"1833 Strauss Street, Brooklyn, NY",,,,,,,,,,-73.916416,40.669488
50371,Friends of Flowers Community Garden,Friends of Flowers Community Garden,Gardens,GreenThumb garden,"1905 Bergen Street, Brooklyn, NY",,,,,,,,,,-73.9181,40.674593
50372,Garden of Hope,Garden of Hope,Gardens,NY Restoration Project garden,"392 Hancock Street, Brooklyn, NY",,,,,,,,,,-73.940104,40.683404
50373,Garden of Life,Garden of Life,Gardens,GreenThumb garden,"762 Herkimer Place, Brooklyn, NY",,,,,,,,,,-73.92829,40.678237
50374,Garden of Plenty,Garden of Plenty,Gardens,GreenThumb garden,"19 Hunterfly Place, Brooklyn, NY",,,,,,,,,,-73.928045,40.677614
50375,Garden of Union,Garden of Union,Gardens,GreenThumb garden,"634 Union Street, Brooklyn, NY",,,,,,,,,,-73.982685,40.676981
50376,Gates Harvest Garden,Gates Harvest Garden,Gardens,GreenThumb garden,"953 Gates Avenue, Brooklyn, NY",,,,,,,,,,-73.927647,40.689057
50377,Georgia Avenue Community Garden,Georgia Avenue Community Garden,Gardens,GreenThumb garden,"328 New Lots Avenue, Brooklyn, NY",,,,,,,,,,-73.894443,40.660996
50378,Gil Hodges Community Garden,Gil Hodges Community Garden,Gardens,NY Restoration Project garden,"534 Carroll Street, Brooklyn, NY",https://www.facebook.com/GilHodgesCommunityGarden/,,,,,,,,,-73.984771,40.676275
50379,Go Vertical,Go Vertical,Gardens,GreenThumb garden,"479 MILFORD STREET, Brooklyn, NY",,,,,,,,,,-73.874331,40.667515
50380,Good Life Garden,Good Life Garden,Gardens,GreenThumb garden,"46 Goodwin Place, Brooklyn, NY",https://www.facebook.com/Good-Life-Garden-307819399857345/,,,,,,,,,-73.923645,40.691243
50381,Good Shepherds Community Garden,Good Shepherds Community Garden,Gardens,GreenThumb garden,"555-557 Shepherd Avenue, Brooklyn, NY",,,,,,,,,,-73.879625,40.670752
50382,Grand Street Community Garden,Grand Street Community Garden,Gardens,GreenThumb garden,"239 Grand Street, Brooklyn, NY",,,,,,,,,,-73.959016,40.713693
50383,Granite Street Block Association Garden,Granite Street Block Association Garden,Gardens,GreenThumb garden,"28-32 Granite Street, Brooklyn, NY",,,,,,,,,,-73.907666,40.682297
50384,Green Dome Garden,Green Dome Garden,Gardens,GreenThumb garden,"229 North 12th Street, Brooklyn, NY",,,,,,,,,,-73.953062,40.719544
50385,Green Gems Garden,Green Gems Garden,Gardens,GreenThumb garden,"147 Fountain Avenue, Brooklyn, NY",,,,,,,,,,-73.875392,40.676646
50386,Green Valley Garden,Green Valley Garden,Gardens,GreenThumb garden,"93 New Lots Avenue, Brooklyn, NY",,,,,,,,,,-73.90172,40.658179
50387,GreenSpace Native Plant Community Garden and Environmental Center,GreenSpace Native Plant Community Garden and Environmental Center,Gardens,GreenThumb garden,"207 4th Avenue, Brooklyn, NY",,,,,,,,,,-73.982368,40.677668
50388,Greene Acres Community Garden,Greene Acres Community Garden,Gardens,NY Restoration Project garden,"349 Greene Ave, Brooklyn, NY","http://www.greeneacresgarden.com/
Facebook: https://www.facebook.com/OurGreeneAcres/",,,,,,,,,-73.957305,40.687857
50389,Greene Avenue United Neighbors Association Garden,Greene Avenue United Neighbors Association Garden,Gardens,GreenThumb garden,"490 Greene Avenue, Brooklyn, NY",,,,,,,,,,-73.951217,40.688075
50390,Gregory's Garden (P.S. 158 Memorial Garden),Gregory's Garden (P.S. 158 Memorial Garden),Gardens,GreenThumb garden,"444 Warwick Street, Brooklyn, NY",https://www.facebook.com/gli167/?ref=page_internal,,,,,,,,,-73.885872,40.672649
50391,Halsey Ralph and Howard Community Garden,Halsey Ralph and Howard Community Garden,Gardens,GreenThumb garden,"774 Halsey Street Brooklyn, Brooklyn, NY","https://haywardp.wixsite.com/halseygarden
https://www.instagram.com/hrhcommunitygarden/",,,,,,,,,-73.923002,40.684721
50392,Hancock Community Backyard Garden Park,Hancock Community Backyard Garden Park,Gardens,GreenThumb garden,"322-324 Hancock Street, Brooklyn, NY",,,,,,,,,,-73.9431,40.683279
50393,Hands & Heart / New Lots Urban Farm,Hands & Heart / New Lots Urban Farm,Gardens,GreenThumb garden,"290 New Lots Avenue, Brooklyn, NY",,,,,,,,,,-73.895325,40.66065
50394,Hart to Hart Community Garden,Hart to Hart Community Garden,Gardens,GreenThumb garden,"104-108 Hart Street, Brooklyn, NY","https://hartgarden.wixsite.com/hartgarden
https://www.instagram.com/harttohartgarden/?hl=en",,,,,,,,,-73.947279,40.693107
50395,Hattie Carthan Community Garden,Hattie Carthan Community Garden,Gardens,GreenThumb garden,"363-365 Clifton Place at the Corner of Marcy Ave, Brooklyn, NY 11221","https://www.hattiecarthancommunitymarket.com/
https://www.facebook.com/HattieCarthanGardenMarkets/",,,,,,,,,-73.948898,40.689619
50396,Hattie Carthan Herban Farm,Hattie Carthan Herban Farm,Gardens,GreenThumb garden,"49 Van Buren St, Brooklyn, NY",https://yonnette.wixsite.com/hcherbanfarm,,,,,,,,,-73.94364,40.69032
50397,Hendrix Street Block Association Garden,Hendrix Street Block Association Garden,Gardens,NY Restoration Project garden,"532 Hendrix Street, Brooklyn, NY",,,,,,,,,,-73.888456,40.668546
50398,Her-King Alagantic Block Association Garden,Her-King Alagantic Block Association Garden,Gardens,GreenThumb garden,"411 Herkimer Street, Brooklyn, NY","https://hka03.wordpress.com/community-garden/
https://www.facebook.com/herkingalagantic/",,,,,,,,,-73.939686,40.679306
50399,Herbal Garden of East New York,Herbal Garden of East New York,Gardens,GreenThumb garden,"281 Schenck Avenue, Brooklyn, NY",,,,,,,,,,-73.888501,40.674088
50400,Highland Park Children's Garden,Highland Park Children's Garden,Gardens,GreenThumb garden,"400 Jamaica Avenue, Brooklyn, NY",https://www.facebook.com/highlandpark.childrensgarden,,,,,,,,,-73.887668,40.682604
50401,Hooper Grove,Hooper Grove,Gardens,GreenThumb garden,"375 South 5th Street, Brooklyn, NY",https://www.facebook.com/hoopergrove/,,,,,,,,,-73.953618,40.707972
50402,Howard Garden,Howard Garden,Gardens,GreenThumb garden,"750 Howard Avenue, Brooklyn, NY",,,,,,,,,,-73.91926,40.663558
50403,Hull Street Community Garden,Hull Street Community Garden,Gardens,NY Restoration Project garden,"221-235 Hull Street, Brooklyn, NY","https://www.instagram.com/hullstcommunitygarden/?hl=en
https://www.facebook.com/Hull-Street-Community-Garden-101510827894946/
",,,,,,,,,-73.907857,40.680108
50404,Human Compass Community Garden,Human Compass Community Garden,Gardens,GreenThumb garden,"207-209 Columbia Street, Brooklyn, NY",,,,,,,,,,-74.002473,40.684867
50405,I.S. 318 Project Roots Community Garden,I.S. 318 Project Roots Community Garden,Gardens,GreenThumb garden,"110 Walton Street, Brooklyn, NY",https://www.instagram.com/projectrootsgardengroup/?hl=en,,,,,,,,,-73.94783,40.702743
50406,ISO Student Farm,ISO Student Farm,Gardens,GreenThumb garden,"514 Rockaway Avenue, Brooklyn, NY",,,,,,,,,,-73.910484,40.66746
50407,Imani Community Garden,Imani Community Garden,Gardens,NY Restoration Project garden,"87 Schenectady Avenue, Brooklyn, NY","https://www.instagram.com/imani_garden/?hl=en
https://www.facebook.com/Imani-Garden-168006109999475/
",,,,,,,,,-73.932744,40.676416
50408,Imani II Community Garden,Imani II Community Garden,Gardens,GreenThumb garden,"1680 Pacific Street, Brooklyn, NY","https://www.instagram.com/imani_garden/?hl=en
https://www.facebook.com/Imani-Garden-168006109999475/
",,,,,,,,,-73.932938,40.676517
50409,Infant Jesus Community Garden,Infant Jesus Community Garden,Gardens,NY Restoration Project garden,"36 Aberdeen Street, Brooklyn, NY",,,,,,,,,,-73.905967,40.681707
50410,Isabahlia Community Garden,Isabahlia Community Garden,Gardens,GreenThumb garden,"615 Saratoga Avenue, Brooklyn, NY",,,,,,,,,,-73.916229,40.665786
50411,It's All About Brownsville Garden,It's All About Brownsville Garden,Gardens,GreenThumb garden,"754 Thomas Boyland Street, Brooklyn, NY",,,,,,,,,,-73.91199,40.661958
50412,Jane Bailey Memorial Garden,Jane Bailey Memorial Garden,Gardens,NY Restoration Project garden,"327 Greene Avenue, Brooklyn, NY",https://www.janebaileymemorialgarden.com/,,,,,,,,,-73.958277,40.687775
50413,Java Street Community Garden,Java Street Community Garden,Gardens,GreenThumb garden,"59 Java Street, Brooklyn, NY","https://www.javastreetgarden.org/visit-us/
https://www.instagram.com/javastgarden/?hl=en
https://www.facebook.com/JavaStCommunityGarden/",,,,,,,,,-73.958828,40.731418
50414,Jerome Gardens,Jerome Gardens,Gardens,GreenThumb garden,"447 Jerome Street, Brooklyn, NY",,,,,,,,,,-73.885861,40.67059
50415,Jerome Glenmore Corner Stone Community Garden,Jerome Glenmore Corner Stone Community Garden,Gardens,GreenThumb garden,"316-318 Jerome Street, Brooklyn, NY",https://jgcscg.com/,,,,,,,,,-73.887932,40.677293
50416,Jerry and the Senior Gents Garden,Jerry and the Senior Gents Garden,Gardens,GreenThumb garden,"349 Schenck Avenue, Brooklyn, NY",,,,,,,,,,-73.888034,40.672304
50417,Jes Good Rewards Children's Garden,Jes Good Rewards Children's Garden,Gardens,GreenThumb garden,"155 Amboy Street, Brooklyn, NY",,,,,,,,,,-73.913596,40.666841
50418,Keap Fourth Community Garden,Keap Fourth Community Garden,Gardens,GreenThumb garden,"347 Keap Street, Brooklyn, NY",http://www.keapfourthgarden.org/,,,,,,,,,-73.954764,40.709043
50419,Know Waste Lands,Know Waste Lands,Gardens,GreenThumb garden,"1278 Myrtle Avenue, Brooklyn, NY",https://www.knowwastelands.org/,,,,,,,,,-73.925871,40.697855
50420,Kosciusko Street Garden and Learning Center,Kosciusko Street Garden and Learning Center,Gardens,GreenThumb garden,"385 Kosciusko Street, Brooklyn, NY",,,,,,,,,,-73.939348,40.692228
50421,La Casita Verde,La Casita Verde,Gardens,GreenThumb garden,"451 Bedford Avenue, Brooklyn, NY",http://www.lacasitaverde.nyc/,,,,,,,,,-73.964027,40.707771
50422,Lefferts Place Block Association Garden,Lefferts Place Block Association Garden,Gardens,GreenThumb garden,"162 Lefferts Place, Brooklyn, NY",,,,,,,,,,-73.95764,40.680406
50423,Lentol Garden,Lentol Garden,Gardens,GreenThumb garden,"478 Graham Avenue, Brooklyn, NY",,,,,,,,,,-73.945587,40.719782
50424,Lincoln Road Garden,Lincoln Road Garden,Gardens,GreenThumb garden,"316 Lincoln Road, Brooklyn, NY",https://www.facebook.com/Lincoln-Road-Garden-112431226994529/,,,,,,,,,-73.952262,40.661261
50425,Linwood Street Garden (Pagan's Garden),Linwood Street Garden (Pagan's Garden),Gardens,GreenThumb garden,"580 Linwood Street, Brooklyn, NY",,,,,,,,,,-73.882085,40.670989
50426,Madison Hill Community Garden,Madison Hill Community Garden,Gardens,GreenThumb garden,"88-90 Madison Street, Brooklyn, NY",,,,,,,,,,-73.957328,40.68406
50427,Madison Square Association Garden,Madison Square Association Garden,Gardens,GreenThumb garden,"1262-1264 Madison Street, Brooklyn, NY",https://www.facebook.com/MSAGarden/,,,,,,,,,-73.913065,40.69484
50428,Madison Street Association Garden,Madison Street Association Garden,Gardens,NY Restoration Project garden,"974 Madison Street, Brooklyn, NY",,,,,,,,,,-73.918829,40.688805
50429,Manley's Place,Manley's Place,Gardens,GreenThumb garden,"2539 PITKIN AVENUE, Brooklyn, NY",,,,,,,,,,-73.878564,40.674647
50430,Maple Street Community Garden,Maple Street Community Garden,Gardens,GreenThumb garden,"237 Maple Street, Brooklyn, NY",https://maplestreetcommunitygarden.org/,,,,,,,,,-73.952836,40.660859
50431,Marge Matthews Garden,Marge Matthews Garden,Gardens,GreenThumb garden,"13 Louis Place, Brooklyn, NY",,,,,,,,,,-73.917115,40.677405
50432,McLeod's Community Garden,McLeod's Community Garden,Gardens,NY Restoration Project garden,"130 Liberty Avenue, Brooklyn, NY",,,,,,,,,,-73.905348,40.672879
50433,Miraflores Community Garden,Miraflores Community Garden,Gardens,NY Restoration Project garden,"900 Broadway, Brooklyn, NY",,,,,,,,,,-73.937004,40.697758
50434,Moffat Street Community Garden,Moffat Street Community Garden,Gardens,GreenThumb garden,"9 Moffat Street, Brooklyn, NY",https://www.instagram.com/moffatstreetcg/?hl=en,,,,,,,,,-73.910619,40.683569
50435,Montauk Community Garden,Montauk Community Garden,Gardens,GreenThumb garden,"214 Montauk Avenue, Brooklyn, NY",https://www.facebook.com/groups/MontaukCommunityGarden/,,,,,,,,,-73.878121,40.673801
50436,Monty's Bradford Street Garden,Monty's Bradford Street Garden,Gardens,GreenThumb garden,"522 Bradford Street, Brooklyn, NY",,,,,,,,,,-73.890775,40.666042
50437,Myrtle Village Green,Myrtle Village Green,Gardens,GreenThumb garden,"636 Myrtle Avenue, Brooklyn, NY",https://www.facebook.com/myrtle.village.green/,,,,,,,,,-73.958439,40.694118
